Index	Date	Time	[uSec]	Freq	Code	Signal	Latitude	Longitude
1798	6/23/2022	19:32:46	261595	150.4	81	89	63.07562	-145.96614
1799	6/23/2022	19:32:46	763504	150.4	73	110	63.07562	-145.96614
1800	6/23/2022	19:32:48	564837	150.4	999	112	63.07513	-145.96507
1801	6/23/2022	19:32:50	989189	150.4	62	138	63.07462	-145.96402
1802	6/23/2022	19:32:51	654053	150.4	188	106	63.07436	-145.96352
1803	6/23/2022	19:32:53	290592	150.4	69	107	63.07382	-145.96255
1804	6/23/2022	19:32:53	888811	150.4	78	83	63.07382	-145.96255
1805	6/23/2022	19:32:54	693669	150.4	74	115	63.07356	-145.96207
1806	6/23/2022	19:32:56	654640	150.4	188	107	63.07305	-145.96109
1807	6/23/2022	19:32:58	317557	150.4	80	95	63.07265	-145.95998
1808	6/23/2022	19:32:59	389029	150.4	78	89	63.0725	-145.95937
1809	6/23/2022	19:33:00	195888	150.4	74	82	63.0725	-145.95937
1810	6/23/2022	19:33:11	699632	150.4	65	91	63.07363	-145.95436
1811	6/23/2022	19:33:13	546368	150.4	89	88	63.07411	-145.95425
1812	6/23/2022	19:33:19	776880	150.4	76	94	63.07555	-145.9537
1813	6/23/2022	19:33:36	278299	150.4	76	110	63.07921	-145.95614
1814	6/23/2022	19:33:41	778816	150.4	76	138	63.08026	-145.9563
1815	6/23/2022	19:33:47	279504	150.4	76	192	63.08138	-145.95517
1816	6/23/2022	19:33:52	780395	150.4	76	127	63.08239	-145.95474
1817	6/23/2022	19:34:08	917312	150.4	22	79	63.08562	-145.9527
1818	6/23/2022	19:34:20	915749	150.4	22	112	63.08785	-145.95034
1819	6/23/2022	19:34:26	916213	150.4	22	151	63.08904	-145.95162
1820	6/23/2022	19:34:32	917264	150.4	22	112	63.08956	-145.95473
1821	6/23/2022	19:34:47	787008	150.4	76	98	63.08596	-145.95873
1822	6/23/2022	19:35:02	920432	150.4	22	116	63.0863	-145.9527
1823	6/23/2022	19:35:08	921269	150.4	22	116	63.08765	-145.95267
1824	6/23/2022	19:35:14	921781	150.4	22	164	63.08902	-145.95276
1825	6/23/2022	19:35:18	727056	150.4	24	99	63.08991	-145.95268
1826	6/23/2022	19:35:20	922459	150.4	22	128	63.09035	-145.95273
1827	6/23/2022	19:35:36	728656	150.4	24	133	63.09377	-145.95365
1828	6/23/2022	19:35:39	46347	150.4	67	92	63.09419	-145.95329
1829	6/23/2022	19:35:42	729413	150.4	24	114	63.09502	-145.95258
1830	6/23/2022	19:35:49	47205	150.4	67	140	63.09628	-145.95276
1831	6/23/2022	19:35:54	47419	150.4	67	140	63.09722	-145.95456
1832	6/23/2022	19:36:06	312693	150.4	12	99	63.0995	-145.95867
1833	6/23/2022	19:36:12	813872	150.4	12	88	63.10081	-145.96
1834	6/23/2022	19:36:17	362251	150.4	31	114	63.10182	-145.96139
1835	6/23/2022	19:36:23	863653	150.4	31	95	63.10302	-145.96292
1836	6/23/2022	19:36:30	363904	150.4	31	109	63.10456	-145.96435
1837	6/23/2022	19:36:36	864560	150.4	31	119	63.10588	-145.96512
1838	6/23/2022	19:36:38	816891	150.4	12	87	63.1063	-145.96526
1839	6/23/2022	19:36:42	893915	150.4	19	94	63.10717	-145.96537
1840	6/23/2022	19:36:48	540853	150.4	6	111	63.10855	-145.96476
1841	6/23/2022	19:36:49	394555	150.4	19	104	63.10877	-145.96455
1842	6/23/2022	19:36:50	432677	150.4	26	92	63.10899	-145.96432
1843	6/23/2022	19:36:51	808203	150.4	17	89	63.1092	-145.96408
1844	6/23/2022	19:36:55	895045	150.4	19	119	63.11005	-145.96336
1845	6/23/2022	19:36:56	433104	150.4	26	104	63.11028	-145.96332
1846	6/23/2022	19:37:00	542459	150.4	6	103	63.11118	-145.96387
1847	6/23/2022	19:37:02	467557	150.4	999	85	63.1116	-145.96448
1848	6/23/2022	19:37:06	593941	150.4	999	84	63.11238	-145.96582
1849	6/23/2022	19:37:08	434384	150.4	26	135	63.11276	-145.96644
1850	6/23/2022	19:37:08	896224	150.4	19	149	63.11276	-145.96644
1851	6/23/2022	19:37:12	543408	150.4	6	173	63.11357	-145.96737
1852	6/23/2022	19:37:13	93851	150.4	33	90	63.11357	-145.96737
1853	6/23/2022	19:37:14	434805	150.4	26	191	63.114	-145.96769
1854	6/23/2022	19:37:15	396955	150.4	19	135	63.11422	-145.96782
1855	6/23/2022	19:37:18	544293	150.4	6	121	63.1149	-145.96796
1856	6/23/2022	19:37:19	593925	150.4	33	146	63.11513	-145.96792
1857	6/23/2022	19:37:21	897909	150.4	19	108	63.11557	-145.96775
1858	6/23/2022	19:37:24	545573	150.4	6	95	63.11619	-145.96738
1859	6/23/2022	19:37:24	848757	150.4	7	97	63.11619	-145.96738
1860	6/23/2022	19:37:26	95147	150.4	33	123	63.11639	-145.96726
1861	6/23/2022	19:37:41	656069	150.4	9	106	63.11971	-145.96968
1862	6/23/2022	19:37:42	850421	150.4	7	110	63.11991	-145.96994
1863	6/23/2022	19:37:47	656741	150.4	9	123	63.12097	-145.97088
1864	6/23/2022	19:37:48	851040	150.4	7	113	63.12119	-145.97098
1865	6/23/2022	19:37:53	657376	150.4	9	143	63.1223	-145.97123
1866	6/23/2022	19:37:54	851904	150.4	7	126	63.12253	-145.97122
1867	6/23/2022	19:37:59	658128	150.4	9	109	63.12365	-145.97093
1868	6/23/2022	19:38:05	659755	150.4	9	90	63.12493	-145.97056
1869	6/23/2022	19:38:09	924272	150.4	5	95	63.12583	-145.97076
1870	6/23/2022	19:38:12	979797	150.4	4	90	63.12651	-145.97116
1871	6/23/2022	19:38:15	238464	150.4	25	102	63.12718	-145.97163
1872	6/23/2022	19:38:15	924475	150.4	5	107	63.12718	-145.97163
1873	6/23/2022	19:38:18	979664	150.4	4	105	63.12786	-145.97215
1874	6/23/2022	19:38:21	925013	150.4	5	131	63.12853	-145.97252
1875	6/23/2022	19:38:23	275477	150.4	10	98	63.12876	-145.97258
1876	6/23/2022	19:38:23	982075	150.4	11	81	63.12899	-145.9726
1877	6/23/2022	19:38:24	979861	150.4	4	153	63.12922	-145.9726
1878	6/23/2022	19:38:27	925867	150.4	5	122	63.12992	-145.97255
1879	6/23/2022	19:38:29	275701	150.4	10	125	63.13015	-145.97253
1880	6/23/2022	19:38:30	480416	150.4	11	113	63.13059	-145.97251
1881	6/23/2022	19:38:31	492128	150.4	8	83	63.13081	-145.9725
1882	6/23/2022	19:38:33	926288	150.4	5	170	63.13122	-145.97238
1883	6/23/2022	19:38:35	276357	150.4	10	168	63.13142	-145.97224
1884	6/23/2022	19:38:36	981333	150.4	11	124	63.1318	-145.97187
1885	6/23/2022	19:38:37	702805	150.4	36	107	63.13199	-145.97162
1886	6/23/2022	19:38:39	24955	150.4	23	89	63.13216	-145.97135
1887	6/23/2022	19:38:39	240715	150.4	999	181	63.13216	-145.97135
1888	6/23/2022	19:38:39	927077	150.4	5	141	63.13234	-145.97105
1889	6/23/2022	19:38:41	277157	150.4	10	122	63.13252	-145.97075
1890	6/23/2022	19:38:44	203152	150.4	999	141	63.13306	-145.96986
1891	6/23/2022	19:38:45	25445	150.4	23	100	63.13323	-145.96956
1892	6/23/2022	19:38:45	927941	150.4	5	109	63.1334	-145.96925
1893	6/23/2022	19:38:46	352464	150.4	16	85	63.13357	-145.96892
1894	6/23/2022	19:38:47	677488	150.4	27	104	63.13372	-145.96855
1895	6/23/2022	19:38:48	178336	150.4	1	87	63.13372	-145.96855
1896	6/23/2022	19:38:49	492277	150.4	8	139	63.13399	-145.96775
1897	6/23/2022	19:38:49	982821	150.4	11	105	63.13399	-145.96775
1898	6/23/2022	19:38:50	703584	150.4	36	186	63.13412	-145.96734
1899	6/23/2022	19:38:51	337072	150.4	18	85	63.13412	-145.96734
1900	6/23/2022	19:38:53	280341	150.4	999	82	63.13434	-145.96648
1901	6/23/2022	19:38:53	679952	150.4	27	86	63.13446	-145.96606
1902	6/23/2022	19:38:54	178811	150.4	1	91	63.13446	-145.96606
1903	6/23/2022	19:38:57	837141	150.4	18	97	63.13489	-145.9643
1904	6/23/2022	19:38:59	282267	150.4	999	80	63.13497	-145.96383
1905	6/23/2022	19:38:59	678763	150.4	27	122	63.13504	-145.96334
1906	6/23/2022	19:39:00	179115	150.4	1	105	63.13504	-145.96334
1907	6/23/2022	19:39:01	494549	150.4	8	93	63.13515	-145.96235
1908	6/23/2022	19:39:02	884357	150.4	3	90	63.13518	-145.96185
1909	6/23/2022	19:39:03	26885	150.4	23	121	63.13518	-145.96185
1910	6/23/2022	19:39:04	337216	150.4	18	113	63.13521	-145.96135
1911	6/23/2022	19:39:05	679707	150.4	999	100	63.13527	-145.96033
1912	6/23/2022	19:39:06	180213	150.4	1	94	63.13527	-145.96033
1913	6/23/2022	19:39:07	568411	150.4	40	104	63.13533	-145.9593
1914	6/23/2022	19:39:10	206800	150.4	36	92	63.13542	-145.95831
1915	6/23/2022	19:39:10	838208	150.4	18	99	63.13548	-145.95785
1916	6/23/2022	19:39:11	681184	150.4	27	90	63.13555	-145.95742
1917	6/23/2022	19:39:16	620240	150.4	15	89	63.13611	-145.95561
1918	6/23/2022	19:39:17	339461	150.4	18	98	63.13611	-145.95561
1919	6/23/2022	19:39:17	681227	150.4	27	99	63.13626	-145.9553
1920	6/23/2022	19:39:21	224256	150.4	35	89	63.13678	-145.95454
1921	6/23/2022	19:39:23	839861	150.4	18	95	63.1374	-145.95417
1922	6/23/2022	19:39:27	29872	150.4	23	101	63.13807	-145.95434
1923	6/23/2022	19:39:27	724064	150.4	35	119	63.1383	-145.95453
1924	6/23/2022	19:39:29	620768	150.4	15	119	63.13872	-145.9551
1925	6/23/2022	19:39:30	340096	150.4	18	108	63.13872	-145.9551
1926	6/23/2022	19:39:31	856496	150.4	16	105	63.13907	-145.95597
1927	6/23/2022	19:39:32	888475	150.4	999	81	63.1392	-145.95651
1928	6/23/2022	19:39:33	612923	150.4	29	131	63.13931	-145.95709
1929	6/23/2022	19:39:34	224976	150.4	35	105	63.13931	-145.95709
1930	6/23/2022	19:39:34	406080	150.4	39	93	63.13938	-145.95771
1931	6/23/2022	19:39:35	182277	150.4	30	108	63.13938	-145.95771
1932	6/23/2022	19:39:35	682981	150.4	27	125	63.13943	-145.95837
1933	6/23/2022	19:39:36	177264	150.4	999	91	63.13943	-145.95837
1934	6/23/2022	19:39:36	840560	150.4	18	123	63.13944	-145.95905
1935	6/23/2022	19:39:38	356912	150.4	16	174	63.1394	-145.96045
1936	6/23/2022	19:39:38	887915	150.4	3	109	63.1394	-145.96045
1937	6/23/2022	19:39:39	30928	150.4	23	180	63.1394	-145.96045
1938	6/23/2022	19:39:41	183120	150.4	30	115	63.13925	-145.96186
1939	6/23/2022	19:39:41	683877	150.4	27	121	63.13912	-145.96254
1940	6/23/2022	19:39:42	183643	150.4	1	122	63.13912	-145.96254
1941	6/23/2022	19:39:42	468000	150.4	999	114	63.13896	-145.96319
1942	6/23/2022	19:39:43	341840	150.4	18	93	63.13896	-145.96319
1943	6/23/2022	19:39:43	498875	150.4	8	144	63.13878	-145.9638
1944	6/23/2022	19:39:45	276272	150.4	28	85	63.13832	-145.96487
1945	6/23/2022	19:39:47	285435	150.4	10	91	63.13776	-145.96562
1946	6/23/2022	19:39:49	210565	150.4	999	132	63.13745	-145.96584
1947	6/23/2022	19:39:49	499621	150.4	8	122	63.13712	-145.96596
1948	6/23/2022	19:39:51	359285	150.4	16	91	63.13647	-145.96588
1949	6/23/2022	19:39:51	937675	150.4	5	79	63.13647	-145.96588
1950	6/23/2022	19:39:53	285392	150.4	10	104	63.13585	-145.96555
1951	6/23/2022	19:39:55	500629	150.4	999	98	63.13524	-145.96511
1952	6/23/2022	19:39:56	343765	150.4	18	95	63.13493	-145.96488
1953	6/23/2022	19:39:57	34080	150.4	23	86	63.13493	-145.96488
1954	6/23/2022	19:40:03	34645	150.4	23	85	63.13296	-145.96424
1955	6/23/2022	19:40:03	936789	150.4	5	111	63.13262	-145.96425
1956	6/23/2022	19:40:06	993483	150.4	4	82	63.13164	-145.9645
1957	6/23/2022	19:40:09	938299	150.4	5	88	63.13064	-145.96512
1958	6/23/2022	19:40:12	992651	150.4	999	90	63.12964	-145.96586
1959	6/23/2022	19:40:23	674533	150.4	9	114	63.12614	-145.96588
1960	6/23/2022	19:40:24	868757	150.4	7	128	63.1259	-145.9655
1961	6/23/2022	19:40:42	264464	150.4	20	108	63.12768	-145.96136
1962	6/23/2022	19:40:43	783104	150.4	38	89	63.12792	-145.96143
1963	6/23/2022	19:40:48	764811	150.4	20	130	63.12906	-145.96137
1964	6/23/2022	19:40:53	693323	150.4	27	88	63.13013	-145.96086
1965	6/23/2022	19:40:54	218336	150.4	36	96	63.13013	-145.96086
1966	6/23/2022	19:40:56	366976	150.4	16	88	63.13077	-145.96048
1967	6/23/2022	19:40:56	783451	150.4	38	117	63.13077	-145.96048
1968	6/23/2022	19:41:00	719253	150.4	36	99	63.13161	-145.95994
1969	6/23/2022	19:41:03	284437	150.4	999	110	63.13201	-145.95962
1970	6/23/2022	19:41:07	220005	150.4	36	100	63.1328	-145.9589
1971	6/23/2022	19:41:10	252107	150.4	132	93	63.13368	-145.95838
1972	6/23/2022	19:41:11	82971	150.4	40	97	63.13368	-145.95838
1973	6/23/2022	19:41:11	694501	150.4	27	110	63.13392	-145.95831
1974	6/23/2022	19:41:12	195248	150.4	1	87	63.13392	-145.95831
1975	6/23/2022	19:41:13	504187	150.4	999	109	63.13437	-145.95819
1976	6/23/2022	19:41:13	720629	150.4	999	114	63.13437	-145.95819
1977	6/23/2022	19:41:14	351504	150.4	18	98	63.13458	-145.95811
1978	6/23/2022	19:41:15	42283	150.4	23	107	63.13458	-145.95811
1979	6/23/2022	19:41:17	194555	150.4	30	90	63.135	-145.95785
1980	6/23/2022	19:41:17	695387	150.4	999	96	63.13521	-145.95772
1981	6/23/2022	19:41:18	195467	150.4	1	92	63.13521	-145.95772
1982	6/23/2022	19:41:21	43643	150.4	23	88	63.13585	-145.95752
1983	6/23/2022	19:41:23	196347	150.4	30	82	63.1363	-145.95762
1984	6/23/2022	19:41:23	695733	150.4	27	108	63.13652	-145.95777
1985	6/23/2022	19:41:24	195408	150.4	1	104	63.13652	-145.95777
1986	6/23/2022	19:41:26	634549	150.4	15	97	63.1372	-145.95856
1987	6/23/2022	19:41:26	901157	150.4	3	95	63.1372	-145.95856
1988	6/23/2022	19:41:27	44133	150.4	23	90	63.1372	-145.95856
1989	6/23/2022	19:41:28	869707	150.4	16	123	63.13762	-145.95927
1990	6/23/2022	19:41:29	195280	150.4	30	138	63.13762	-145.95927
1991	6/23/2022	19:41:29	696208	150.4	27	171	63.13782	-145.95964
1992	6/23/2022	19:41:30	195872	150.4	1	150	63.13782	-145.95964
1993	6/23/2022	19:41:31	238187	150.4	35	99	63.13803	-145.95999
1994	6/23/2022	19:41:33	853141	150.4	18	162	63.13869	-145.96085
1995	6/23/2022	19:41:35	196309	150.4	30	103	63.13893	-145.96104
1996	6/23/2022	19:41:35	696917	150.4	27	147	63.13917	-145.96118
1997	6/23/2022	19:41:36	196507	150.4	1	140	63.13917	-145.96118
1998	6/23/2022	19:41:38	901851	150.4	3	149	63.13987	-145.96132
1999	6/23/2022	19:41:39	44779	150.4	23	127	63.13987	-145.96132
2000	6/23/2022	19:41:40	354747	150.4	18	90	63.14034	-145.96124
2001	6/23/2022	19:41:41	198624	150.4	30	80	63.14034	-145.96124
2002	6/23/2022	19:41:41	698341	150.4	999	92	63.14056	-145.96117
2003	6/23/2022	19:41:44	421371	150.4	39	90	63.14119	-145.96082
2004	6/23/2022	19:41:44	902688	150.4	3	142	63.14119	-145.96082
2005	6/23/2022	19:41:45	46053	150.4	23	94	63.14119	-145.96082
2006	6/23/2022	19:41:50	903392	150.4	3	136	63.14228	-145.95938
2007	6/23/2022	19:41:51	46869	150.4	23	100	63.14228	-145.95938
2008	6/23/2022	19:41:57	422149	150.4	39	107	63.14369	-145.95797
2009	6/23/2022	19:42:03	922784	150.4	39	152	63.145	-145.95682
2010	6/23/2022	19:42:10	423680	150.4	39	108	63.146	-145.95394
2011	6/23/2022	19:42:16	924971	150.4	39	91	63.14694	-145.95206
2012	6/23/2022	19:42:23	425595	150.4	39	96	63.14837	-145.95109
2013	6/23/2022	19:42:32	271744	150.4	2	133	63.1503	-145.95081
2014	6/23/2022	19:46:02	295184	150.4	2	114	63.15285	-145.9505
2015	6/23/2022	19:46:04	452677	150.4	39	84	63.15188	-145.95108
2016	6/23/2022	19:46:08	295813	150.4	2	160	63.15091	-145.95153
2017	6/23/2022	19:46:14	296576	150.4	2	97	63.14903	-145.95231
2018	6/23/2022	19:46:17	452336	150.4	39	116	63.14777	-145.95287
2019	6/23/2022	19:46:26	936288	150.4	3	104	63.14509	-145.9555
2020	6/23/2022	19:46:30	453888	150.4	39	111	63.14399	-145.95739
2021	6/23/2022	19:46:32	936821	150.4	3	134	63.14339	-145.95816
2022	6/23/2022	19:46:34	403973	150.4	16	99	63.14279	-145.95885
2023	6/23/2022	19:46:35	230976	150.4	30	98	63.14279	-145.95885
2024	6/23/2022	19:46:35	732789	150.4	27	94	63.14248	-145.95917
2025	6/23/2022	19:46:36	231061	150.4	1	93	63.14248	-145.95917
2026	6/23/2022	19:46:38	937376	150.4	3	153	63.14151	-145.95994
2027	6/23/2022	19:46:39	79291	150.4	23	142	63.14151	-145.95994
2028	6/23/2022	19:46:40	904267	150.4	16	130	63.14084	-145.96014
2029	6/23/2022	19:46:41	231563	150.4	30	110	63.14084	-145.96014
2030	6/23/2022	19:46:41	732811	150.4	27	132	63.14051	-145.96013
2031	6/23/2022	19:46:42	231307	150.4	1	120	63.14051	-145.96013
2032	6/23/2022	19:46:43	272917	150.4	35	101	63.14019	-145.96004
2033	6/23/2022	19:46:43	550699	150.4	8	94	63.13988	-145.9599
2034	6/23/2022	19:46:44	939648	150.4	3	86	63.13958	-145.95971
2035	6/23/2022	19:46:45	79541	150.4	999	107	63.13958	-145.95971
2036	6/23/2022	19:46:45	663515	150.4	29	118	63.13929	-145.95947
2037	6/23/2022	19:46:45	886693	150.4	18	155	63.13929	-145.95947
2038	6/23/2022	19:46:47	232240	150.4	30	104	63.139	-145.95926
2039	6/23/2022	19:46:51	760533	150.4	36	89	63.1374	-145.95916
2040	6/23/2022	19:46:52	387168	150.4	18	123	63.13707	-145.95939
2041	6/23/2022	19:46:53	234005	150.4	30	82	63.13707	-145.95939
2042	6/23/2022	19:46:53	734816	150.4	999	100	63.13676	-145.95971
2043	6/23/2022	19:46:54	233387	150.4	1	94	63.13676	-145.95971
2044	6/23/2022	19:46:57	323696	150.4	28	117	63.13573	-145.96172
2045	6/23/2022	19:46:59	736917	150.4	27	82	63.13534	-145.96298
2046	6/23/2022	19:47:01	551973	150.4	8	151	63.13503	-145.96432
2047	6/23/2022	19:47:03	83733	150.4	23	79	63.13489	-145.965
2048	6/23/2022	19:47:03	324165	150.4	28	167	63.13475	-145.96569
2049	6/23/2022	19:47:04	760976	150.4	36	143	63.1346	-145.96637
2050	6/23/2022	19:47:07	552939	150.4	8	105	63.1341	-145.96834
2051	6/23/2022	19:47:09	325125	150.4	28	102	63.13368	-145.96956
2052	6/23/2022	19:47:09	985120	150.4	5	107	63.13368	-145.96956
2053	6/23/2022	19:47:10	540971	150.4	11	133	63.13346	-145.97012
2054	6/23/2022	19:47:11	377547	150.4	999	80	63.13321	-145.97066
2055	6/23/2022	19:47:15	300043	150.4	25	151	63.13206	-145.9722
2056	6/23/2022	19:47:15	985579	150.4	5	146	63.13206	-145.9722
2057	6/23/2022	19:47:17	41573	150.4	11	103	63.13173	-145.97241
2058	6/23/2022	19:47:17	335211	150.4	10	140	63.1314	-145.97255
2059	6/23/2022	19:47:19	39003	150.4	4	124	63.13107	-145.97265
2060	6/23/2022	19:47:21	987403	150.4	5	88	63.13005	-145.97266
2061	6/23/2022	19:47:31	41621	150.4	999	85	63.12729	-145.9705
2062	6/23/2022	19:47:35	723296	150.4	9	121	63.12573	-145.96941
2063	6/23/2022	19:47:36	918992	150.4	7	87	63.12539	-145.96929
2064	6/23/2022	19:47:41	723952	150.4	9	132	63.12369	-145.96934
2065	6/23/2022	19:47:42	918656	150.4	7	133	63.12336	-145.96943
2066	6/23/2022	19:47:48	618080	150.4	6	103	63.1214	-145.97005
2067	6/23/2022	19:47:48	919419	150.4	7	124	63.1214	-145.97005
2068	6/23/2022	19:47:50	506928	150.4	26	90	63.12072	-145.97024
2069	6/23/2022	19:47:56	668683	150.4	999	92	63.11877	-145.97024
2070	6/23/2022	19:47:58	972667	150.4	19	90	63.11815	-145.96992
2071	6/23/2022	19:48:00	620027	150.4	6	89	63.11753	-145.96954
2072	6/23/2022	19:48:02	507819	150.4	26	101	63.1169	-145.96913
2073	6/23/2022	19:48:03	168661	150.4	33	144	63.1169	-145.96913
2074	6/23/2022	19:48:06	619643	150.4	6	115	63.11562	-145.96823
2075	6/23/2022	19:48:08	508261	150.4	26	170	63.11498	-145.96783
2076	6/23/2022	19:48:09	670960	150.4	33	86	63.11466	-145.96764
2077	6/23/2022	19:48:11	973968	150.4	19	182	63.11402	-145.96733
2078	6/23/2022	19:48:12	620395	150.4	6	116	63.11369	-145.96718
2079	6/23/2022	19:48:14	510096	150.4	26	86	63.11302	-145.96687
2080	6/23/2022	19:48:18	478069	150.4	19	81	63.11172	-145.96613
2081	6/23/2022	19:48:20	886197	150.4	17	91	63.11109	-145.96577
2082	6/23/2022	19:48:31	946352	150.4	31	128	63.10739	-145.96542
2083	6/23/2022	19:48:38	447173	150.4	31	169	63.10496	-145.96605
2084	6/23/2022	19:48:44	948341	150.4	31	96	63.10291	-145.96508
2085	6/23/2022	19:48:46	901712	150.4	12	95	63.10231	-145.96433
2086	6/23/2022	19:48:54	138597	150.4	67	98	63.10055	-145.96108
2087	6/23/2022	19:48:59	141237	150.4	67	83	63.09922	-145.95883
2088	6/23/2022	19:49:04	139243	150.4	67	160	63.09773	-145.95708
2089	6/23/2022	19:49:09	140053	150.4	67	118	63.09612	-145.95578
2090	6/23/2022	19:49:15	18288	150.4	22	94	63.09406	-145.95446
2091	6/23/2022	19:49:18	822571	150.4	24	117	63.09267	-145.95387
2092	6/23/2022	19:49:21	20123	150.4	22	85	63.09199	-145.95365
2093	6/23/2022	19:49:27	19120	150.4	22	123	63.08986	-145.9533
2094	6/23/2022	19:49:33	20571	150.4	22	99	63.08768	-145.95367
2095	6/23/2022	19:49:38	893019	150.4	76	94	63.08558	-145.95478
2096	6/23/2022	19:49:49	893707	150.4	76	135	63.08168	-145.95535
2097	6/23/2022	19:50:01	379632	150.4	81	80	63.07737	-145.95513
2098	6/23/2022	19:50:02	618683	150.4	63	93	63.07702	-145.95542
2099	6/23/2022	19:50:03	410587	150.4	69	86	63.07668	-145.95576
2100	6/23/2022	19:50:06	378667	150.4	999	90	63.07574	-145.957
2101	6/23/2022	19:50:08	660517	150.4	999	121	63.07518	-145.95799
2102	6/23/2022	19:50:11	108171	150.4	62	114	63.07466	-145.95905
2103	6/23/2022	19:50:13	660997	150.4	999	111	63.07394	-145.96074
2104	6/23/2022	19:50:14	317024	150.4	74	109	63.0737	-145.96131
2105	6/23/2022	19:50:16	108795	150.4	62	107	63.07347	-145.96187
2106	6/23/2022	19:50:16	761365	150.4	188	98	63.07323	-145.96242
2107	6/23/2022	19:50:17	189339	150.4	75	86	63.07323	-145.96242
2108	6/23/2022	19:50:17	385861	150.4	73	105	63.07299	-145.96295
2109	6/23/2022	19:50:17	934357	150.4	80	106	63.07299	-145.96295
2110	6/23/2022	19:50:18	201696	150.4	72	85	63.07299	-145.96295
2111	6/23/2022	19:50:18	662736	150.4	89	86	63.07276	-145.96348
2112	6/23/2022	19:50:19	817371	150.4	74	132	63.07253	-145.96403
2113	6/23/2022	19:50:21	73120	150.4	70	95	63.07232	-145.96459
2114	6/23/2022	19:50:21	761664	150.4	188	146	63.07211	-145.96517
2115	6/23/2022	19:50:22	689189	150.4	75	101	63.07192	-145.96578
2116	6/23/2022	19:50:23	435685	150.4	80	99	63.07174	-145.9664
2117	6/23/2022	19:50:23	701504	150.4	72	101	63.07174	-145.9664
2118	6/23/2022	19:50:24	398128	150.4	61	77	63.07157	-145.96704
2119	6/23/2022	19:50:25	317888	150.4	74	146	63.07142	-145.96767
2120	6/23/2022	19:50:26	73333	150.4	70	103	63.07142	-145.96767
2121	6/23/2022	19:50:26	762080	150.4	188	119	63.07127	-145.96832
2122	6/23/2022	19:50:28	189744	150.4	75	112	63.07113	-145.96896
2123	6/23/2022	19:50:29	201605	150.4	999	114	63.07098	-145.96962
2124	6/23/2022	19:50:29	864976	150.4	71	111	63.07083	-145.97027
2125	6/23/2022	19:50:30	325904	150.4	50	109	63.07066	-145.97093
2126	6/23/2022	19:50:30	818805	150.4	74	123	63.07066	-145.97093
2127	6/23/2022	19:50:31	73685	150.4	70	117	63.07066	-145.97093
2128	6/23/2022	19:50:34	702357	150.4	72	104	63.06979	-145.97336
2129	6/23/2022	19:50:35	365456	150.4	71	120	63.06951	-145.97387
2130	6/23/2022	19:50:39	396283	150.4	61	133	63.06831	-145.97541
2131	6/23/2022	19:50:42	149664	150.4	99	84	63.06766	-145.976
2132	6/23/2022	19:50:42	583056	150.4	94	88	63.06732	-145.97626
2133	6/23/2022	19:50:47	648325	150.4	99	95	63.06565	-145.97715
2134	6/23/2022	19:50:52	402229	150.4	87	94	63.064	-145.97787
2135	6/23/2022	19:50:52	737621	150.4	183	84	63.064	-145.97787
2136	6/23/2022	19:50:53	368336	150.4	999	78	63.06365	-145.97792
2137	6/23/2022	19:50:54	545392	150.4	96	112	63.06331	-145.97792
2138	6/23/2022	19:50:54	889915	150.4	49	87	63.06331	-145.97792
2139	6/23/2022	19:50:57	736624	150.4	999	106	63.06226	-145.9779
2140	6/23/2022	19:50:58	649173	150.4	999	186	63.0619	-145.97797
2141	6/23/2022	19:50:59	83845	150.4	94	101	63.0619	-145.97797
2142	6/23/2022	19:51:00	45408	150.4	999	170	63.06155	-145.97811
2143	6/23/2022	19:51:02	736992	150.4	999	138	63.06056	-145.97898
2144	6/23/2022	19:51:03	25467	150.4	999	103	63.06056	-145.97898
2145	6/23/2022	19:51:04	345792	150.4	999	83	63.05998	-145.97991
2146	6/23/2022	19:51:04	584443	150.4	94	123	63.05998	-145.97991
2147	6/23/2022	19:51:05	124411	150.4	43	103	63.05998	-145.97991
2148	6/23/2022	19:51:05	547045	150.4	96	87	63.05973	-145.98045
2149	6/23/2022	19:51:07	403867	150.4	87	98	63.05927	-145.98163
2150	6/23/2022	19:51:07	942645	150.4	84	87	63.05927	-145.98163
2151	6/23/2022	19:51:08	525221	150.4	91	123	63.05907	-145.98226
2152	6/23/2022	19:51:10	85056	150.4	94	116	63.05889	-145.98291
2153	6/23/2022	19:51:12	404181	150.4	87	107	63.05853	-145.98495
2154	6/23/2022	19:51:12	943163	150.4	84	88	63.05853	-145.98495
2155	6/23/2022	19:51:14	468816	150.4	999	91	63.05843	-145.98629
2156	6/23/2022	19:51:17	404453	150.4	87	149	63.05834	-145.98827
2157	6/23/2022	19:51:17	942928	150.4	84	114	63.05834	-145.98827
2158	6/23/2022	19:51:19	353237	150.4	42	88	63.05831	-145.98958
2159	6/23/2022	19:51:22	405173	150.4	87	125	63.05831	-145.99151
2160	6/23/2022	19:51:22	943424	150.4	84	120	63.05831	-145.99151
2161	6/23/2022	19:51:24	692651	150.4	44	81	63.05829	-145.9928
2162	6/23/2022	19:51:27	406731	150.4	87	90	63.05814	-145.99481
2163	6/23/2022	19:51:27	944544	150.4	84	97	63.05814	-145.99481
2164	6/23/2022	19:51:28	405707	150.4	90	93	63.05805	-145.99548
